tBodyAcc-mean()-Y,tBodyAcc-mean()-Z,tBodyAcc-std()-X
0.23748279,0.0021969913,-0.048945315
0.33150518,-0.036584496,-0.10886677
0.26663115,-0.043309471,-0.14096216
0.24042087,0.0010854188,-0.11888144
0.29112809,0.015567293,-0.10429218
0.35552927,-0.023789742,-0.12723972
0.28744253,-0.050273681,-0.13274829
0.1844141,-0.014817877,-0.089991964
0.25204831,-0.00060425372,-0.070452518
0.33806106,-0.0413713,-0.097384161
0.29030031,-0.044250443,-0.12549008
0.26086953,-0.015550952,-0.12094838
0.39276304,-0.059173884,-0.11092832
0.33322745,-0.024943465,-0.15891904
0.31615359,0.0012773598,-0.06545266
0.15366105,-0.010077719,-0.043894838
0.071035289,-0.015656183,-0.094263452
0.33304231,-0.01019258,-0.1220055
0.27579996,0.0018368697,-0.13628781
0.27138623,-0.042483426,-0.12821114
0.42604818,-0.058615109,-0.1170689
0.2856233,-0.0060363793,-0.19809731
0.35480453,-0.018153403,-0.14403353
0.39558207,-0.012193647,-0.14801867
0.22715659,-0.022146672,-0.14521449
0.23483919,0.0081011057,-0.14108314
0.23820197,-0.0026928807,-0.12149269
0.27873663,-0.048279124,-0.12092488
0.26374279,-0.02958616,-0.050708835
0.30133385,-0.056094277,-0.078006249
0.28026398,0.0060423653,-0.12786457
0.24393099,-0.0040036613,-0.12267616
0.28433754,0.013821312,-0.05753308
0.41085939,-0.024854391,-0.14898719
0.17766532,-0.070310559,-0.13630828
0.20574701,-0.00517762,-0.10548391
0.25186651,-0.030378942,-0.3516297
0.20906379,-0.049359552,-0.31450384
0.23655703,-0.0061942794,-0.13948292
0.24274255,0.0099775927,-0.093386183
0.28158555,-0.0075743135,-0.1747021
0.18214828,-0.010646974,-0.16894574
0.1821957,-0.0016884658,-0.089805031
0.31178044,0.013873623,-0.21470991
0.25615464,0.03261012,-0.22862313
0.078156973,-0.027612708,-0.34615379
0.17991522,0.040285843,-0.39925032
0.28509055,-0.011054655,-0.17546042
0.28495022,-0.017809348,-0.10353921
0.1982599,-0.0072360841,-0.11697537
0.25100692,0.027292221,-0.15904398
0.26889811,0.027477206,-0.13197884
0.14838783,-0.036547994,-0.11049098
0.073728786,-0.14822575,-0.24110951
0.28020794,-0.01113497,-0.179611
0.27452047,-0.0078204354,-0.12915842
0.24402748,-0.0043812777,-0.13437813
0.2858303,-0.0046677341,-0.15274602
0.23646561,-0.036365249,-0.11386168
0.2388571,-0.022813178,-0.023382587
0.29475553,-0.062461304,-0.098216739
0.21881237,-0.055128494,-0.015740984
0.28767511,-0.030786823,-0.17259261
0.28732862,-0.030313825,-0.16753742
0.27273142,-0.028275581,-0.12707511
0.2758409,-0.018403826,-0.10282253
0.27860714,-0.010041872,-0.088410143
0.27627058,-0.0072991585,-0.080292541
0.27848792,-0.012224534,-0.10117153
0.28021898,-0.014917572,-0.1086301
0.27811098,-0.020942513,-0.11285638
0.27143024,-0.026177026,-0.11524626
0.33014802,0.01898283,-0.042531252
0.27746452,-0.022945736,-0.14505044
0.27972876,-0.017344364,-0.11825506
0.27941259,-0.016093153,-0.10220436
0.27740299,-0.017215318,-0.11354467
0.27792121,-0.016941868,-0.11987997
0.27704497,-0.016760148,-0.10919185
0.27295758,-0.022500824,-0.11037456
0.27204575,-0.024955862,-0.11448034
0.28245689,-0.014282925,-0.1134339
0.28722297,-0.010646634,-0.10792908
0.27655316,-0.014799101,-0.099806746
0.23981797,0.082443951,-0.040169582
0.23157481,0.029387192,-0.055042118
0.27074746,-0.0043332488,-0.090021685
0.27160041,-0.01596493,-0.10063981
0.2689962,-0.012391548,-0.096838815
0.27479909,-0.012039553,-0.10255632
0.27879967,-0.015633084,-0.10664773
0.27524573,-0.017001233,-0.10770697
0.27566806,-0.016603733,-0.1049066
0.26569797,-0.016850926,-0.090479419
0.27097605,-0.01515646,-0.096123623
0.41364162,-0.15839475,-0.34597805
0.24841948,-0.019568651,-0.10836772
0.28431213,-0.015594273,-0.085976937
0.26632973,-0.014018832,-0.078509357
0.26902515,-0.013122593,-0.089644011
0.27804665,-0.013597299,-0.11000054
0.27542397,-0.0049399286,-0.096703863
0.27933873,-0.0073438173,-0.10514613
0.2820615,-0.013704805,-0.1175365
0.27327371,-0.013628537,-0.096298527
0.27540653,-0.019426969,-0.10365438
0.28764759,-0.0031577634,-0.15519093
0.28981652,-0.023625983,-0.093806191
0.23247724,-0.015840013,-0.099607104
0.28001074,-0.01504451,-0.1141546
0.2889269,-0.016270962,-0.11194758
0.27077035,-0.018885449,-0.10409015
0.25720873,-0.018170348,-0.10424073
0.26881216,-0.017686334,-0.10637874
0.28168951,-0.018017943,-0.10599026
0.29122454,-0.01583904,-0.1083148
0.28651908,-0.016332634,-0.1114194
0.25854868,-0.032957509,-0.07983694
0.3038402,-0.017496054,-0.10323135
0.30362162,-0.017156999,-0.11169795
0.28786223,-0.017068863,-0.10900066
0.28312886,-0.017412761,-0.10856193
0.28062969,-0.018454053,-0.10638058
0.27683403,-0.016036583,-0.10727545
0.27066724,-0.018234096,-0.11050619
0.27326045,-0.016496129,-0.11469471
0.27398753,-0.013808599,-0.11041744
0.27585859,-0.018573541,-0.10381581
0.27714817,-0.017613671,-0.10740418
0.27456229,-0.015755629,-0.11037294
0.24860491,-0.086163379,-0.073014829
0.21690075,-0.0062597255,-0.077891466
0.26222243,-0.015316616,-0.09583238
0.29659805,-0.026108897,-0.11375324
0.24016527,0.014778169,-0.11018469
0.31286994,-0.014139669,-0.11615801
0.31649338,-0.042248362,-0.1126406
0.20894174,-0.020536706,-0.083943782
0.27124829,-0.0060117091,-0.066718752
0.35341932,-0.024866761,-0.11141914
0.22839376,-0.021200162,-0.1595219
0.21535112,0.0069834544,-0.1267625
0.32555586,-0.011187423,-0.10089524
0.36545296,-0.01988365,-0.10279395
0.26780915,-0.013846287,-0.11797861
0.34002771,-0.026012234,-0.10422698
0.26426913,-0.011202192,-0.097405036
0.26580166,-0.016486852,-0.076607139
0.25477841,-0.033032031,-0.12829512
0.22294492,0.0096186354,-0.10969656
0.37962251,-0.0066834563,-0.11093909
0.27911103,-0.033291612,-0.10127494
0.26173982,-0.016742272,-0.075360889
0.32915435,-0.034418332,-0.11507647
0.19549619,-0.016377097,-0.126381
0.24387,0.011466552,-0.11389069
0.32955877,-0.029189921,-0.12136232
0.28806864,-0.032201474,-0.11596739
0.24987037,-0.0075291689,-0.093297657
0.31930656,-0.010016849,-0.16410108
0.12592012,-0.027658255,-0.050069386
0.29997571,-0.01160794,-0.13608717
0.26012783,-0.020200821,-0.13129646
0.2871613,-0.010106916,-0.13231092
0.32958399,0.0067191725,-0.14774302
0.25184336,-0.052219039,-0.12966482
0.24829116,-0.060992823,-0.17012592
0.26160863,-0.073315382,-0.073890189
0.29960665,-0.014975152,-0.061362489
0.25953975,0.0055178016,-0.15296364
0.25308441,-0.03528093,-0.12458994
0.26156636,-0.020792241,-0.14153329
0.31001933,-0.055972223,-0.1350257
0.19842455,-0.027514258,-0.047398754
0.22867274,-0.045504377,-0.11212662
0.4228405,-0.0098579907,-0.067457385
0.28711862,-0.020052061,-0.15325673
0.10222138,-0.04865811,-0.11641174
0.21485672,-0.0085199829,-0.038548925
0.46767458,-0.015139256,-0.13220819
0.30835585,0.015060179,-0.1260511
0.29417901,-0.034406963,-0.12252018
0.20731083,-0.19305262,-0.16045556
0.36261593,-0.072425218,-0.12119007
0.27816503,0.027962971,-0.080086674
0.2563942,-0.012968956,-0.11188381
0.24683451,-0.043831863,-0.14154702
0.29819093,-0.023188147,-0.10758915
0.26963228,-0.037614803,-0.11446394
0.19648111,0.0058967997,-0.12903397
0.19518889,-0.074923063,-0.31908182
0.24200036,-0.051685995,-0.11614944
0.31856167,-0.027020624,-0.081685509
0.28637788,-0.037529434,-0.087672085
0.26149147,-0.040122792,-0.071103801
0.25438287,0.0093508548,-0.13722003
0.22326915,-0.00014139722,-0.15908758
0.21223054,0.0029777676,-0.10370011
0.37772556,-0.043437113,-0.33051333
0.36081239,-0.03391096,-0.13858928
0.25631314,-0.016422148,-0.058532753
0.26294232,0.0074128076,-0.091331896
0.27685853,0.011056542,-0.12722914
0.24514236,-0.015805672,-0.081850253
0.19783456,-0.015901763,-0.059524406
0.19918776,0.036583027,0.31935782
0.28638505,-0.083568838,-0.1466763
0.30882643,-0.036619566,-0.19515573
0.25756859,0.020305323,-0.050276102
0.25955873,0.0046596569,-0.057737157
0.28314011,-0.021003469,-0.12570109
0.26517313,-0.010026893,-0.077670207
0.27008378,0.0048569578,-0.083685376
0.28273831,-0.017324312,-0.11666218
0.28113989,-0.024462626,-0.11935491
0.28014898,-0.023329188,-0.11789258
0.2817674,-0.025205551,-0.11867533
0.2842585,-0.021144586,-0.12213853
0.28260885,-0.01808229,-0.12286608
0.27944946,-0.018085928,-0.12039583
0.26896048,-0.022184652,-0.097454173
0.33525867,0.075461569,-0.11818184
0.27186857,-0.036372612,-0.14550653
0.28200991,-0.032682629,-0.11706991
0.27568858,-0.030012935,-0.10448052
0.26911817,-0.02580678,-0.080175463
0.2734611,-0.018551272,-0.086201283
0.27321225,-0.0096402541,-0.10077378
0.27596953,-0.03030971,-0.12078182
0.27963328,-0.030560045,-0.11603058
0.27581383,-0.013010156,-0.095351023
0.27380433,-0.012208646,-0.097438815
0.30611912,-0.007766932,-0.23988195
0.19014289,0.055032093,-0.083097959
0.28846121,-0.023680076,-0.11782591
0.28155688,-0.014095673,-0.11981253
0.27685643,-0.012799337,-0.12062537
0.2770617,-0.01402073,-0.10862886
0.27513101,-0.012226581,-0.11489357
0.27728983,-0.0099312438,-0.13118279
0.28017578,-0.010445598,-0.13672229
0.27581403,-0.013128433,-0.11278809
0.27255474,-0.014617518,-0.10001367
0.27805019,-0.016252849,-0.11157826
0.28852873,-0.018765023,-0.11224819
0.28055394,0.028599996,-0.1199178
0.27796689,0.0002353859,-0.11846288
0.27539409,-0.011431425,-0.10301292
0.27175681,-0.0079864375,-0.089787018
0.27410952,-0.005364989,-0.097327377
0.27799739,-0.01328597,-0.10531014
0.28118107,-0.012872911,-0.12324029
0.28084628,-0.021385093,-0.12184916
0.26870402,-0.012186752,-0.080325892
0.26830284,0.010543407,-0.077656995
0.27751716,-0.0040593567,-0.10567324
0.27872577,-0.028978167,-0.11540244
0.051028466,0.0065653695,-0.11217226
0.30861379,-0.036677174,-0.098717165
0.23647975,-0.013171324,-0.10348975
0.28035575,-0.015589391,-0.11261838
0.27731664,-0.017055974,-0.10852111
0.2771087,-0.017248532,-0.10945889
0.27732543,-0.018180619,-0.10913779
0.27748275,-0.017005809,-0.10810812
0.27506732,-0.015686386,-0.10681963
0.27642809,-0.01662193,-0.10918132
0.27806382,-0.018812708,-0.11079742
0.27674706,-0.017204143,-0.10735884
0.28585883,-0.014763411,-0.11128499
0.2733935,-0.017214987,-0.10848624
0.28029271,-0.015953791,-0.11146182
0.28978779,-0.014542375,-0.11965153
0.32779551,-0.015229268,-0.18408658
0.36526137,0.0084160269,-0.19277943
0.25596857,-0.0074210551,-0.12355166
0.27825064,-0.018024047,-0.10670789
0.28369547,-0.01736667,-0.11311272
0.27322234,-0.018568274,-0.10705091
0.274189,-0.016910887,-0.10787557
0.28222232,-0.016935802,-0.1122772
0.27869661,-0.016529127,-0.10651644
0.28055182,-0.015765129,-0.10789218
0.27475392,-0.019499381,-0.10896832
0.27684005,-0.017767982,-0.10807413
0.27710557,-0.015506359,-0.1059817
0.2924326,-0.017878346,-0.1143253
0.30915404,0.046080947,-0.098416109
0.26093585,-0.0093436512,-0.090990058
0.28996373,-0.018980389,-0.099626201
0.27368944,-0.033732585,-0.13180751
0.25883749,-0.0069610662,-0.11768917
0.34684312,-0.0011256259,-0.10309374
0.26158945,-0.022160746,-0.095559204
0.2484134,-0.041231042,-0.10062737
0.25553983,-0.025850438,-0.15651915
0.27320412,-0.01203237,-0.13701804
0.31831507,-0.021271136,-0.096684508
0.25520113,0.011061827,-0.067991804
0.28671326,-0.020601225,-0.077380248
0.26112918,-0.049985729,-0.12533006
0.25694564,0.0054141258,-0.116558
0.34234961,0.011521256,-0.086822203
0.26227824,-0.057349042,-0.14499221
0.2693487,-0.0025087408,-0.1129306
0.28833576,0.01508198,-0.12687212
0.28550945,-0.025785907,-0.098237602
0.26413773,-0.054654853,-0.11101336
0.26884884,0.008148501,-0.10847838
0.31756167,0.0054502873,-0.12174565
0.27050501,-0.028146555,-0.092759318
0.24916439,-0.046933272,-0.092092809
0.27243408,-0.021554906,-0.12924009
0.32498849,0.0072651168,-0.11657728
0.24362795,-0.026698627,-0.12937027
0.2604804,-0.015305432,-0.097889565
0.28402036,-0.015717841,-0.087331821
0.27672301,0.0104587,-0.10159656
0.32860731,0.013722763,-0.073780445
0.22999415,0.013894079,-0.093146151
0.3416868,-0.034447458,-0.11302177
0.16422959,0.030590021,-0.016410577
0.29353396,-0.007301699,-0.10682503
0.22827325,0.007316065,-0.067012121
0.30233239,0.031498918,-0.067048605
0.3172964,-0.022770336,-0.089612042
0.37374556,-0.046482279,-0.13008758
0.28426048,-0.028545838,-0.12103988
0.14957067,-0.0051893681,-0.040371232
0.22200404,-0.0029673033,-0.10429228
0.21602107,-0.011841202,-0.14935526
0.26857249,-0.018425387,-0.10476352
0.48249021,-0.021489383,-0.15497999
0.32140238,0.02575832,-0.022552835
0.21088246,0.0068403589,-0.054977077
0.17856694,-0.02263644,-0.097887422
0.23349642,-0.046622351,-0.1184478
0.27473751,0.0015783122,-0.12342557
0.26728659,-0.019647729,-0.10240656
0.34839724,-0.032357253,-0.11131923
0.33398592,0.006971351,-0.19180326
0.36323991,-0.091988202,-0.23958561
0.21150956,0.015320443,-0.085888577
0.14028257,-0.024774748,-0.058393749
0.30833231,-0.031230345,-0.023772515
0.30127859,-0.0081853394,-0.16820747
0.33356457,-0.012958909,-0.20506704
0.24842031,-0.0028505653,-0.086121566
0.17402448,-0.037292256,-0.10503359
0.33903608,-0.040870077,-0.11272809
0.36579586,-0.015943004,-0.082403319
0.23488534,0.0031079074,-0.13402199
0.17290917,-0.12207847,-0.11184651
0.24966739,-0.026959305,-0.11194671
0.37154184,-0.036892063,-0.07434504
0.38604971,-0.011091889,-0.084010603
0.27420703,-0.017415219,-0.15499538
0.24881813,-0.0082547695,-0.12541965
0.28987434,-0.024056563,-0.12302931
0.27175142,-0.052301652,-0.13282249
0.25342313,-0.034023083,-0.089549329
0.33411519,-0.13109183,-0.15126875
0.34863245,-0.041476271,-0.05500607
0.26105522,-0.024170981,-0.080604337
0.29821999,-0.022570919,-0.13833296
0.27901789,-0.020843435,-0.087746132
0.24934673,-0.018999253,-0.065388479
0.28096328,-0.024715802,-0.153438
0.26011522,-0.009225646,-0.17514246
0.36712484,0.24610584,0.33931216
0.19050003,-0.028162994,0.047063509
0.31023328,-0.044826469,-0.20716881
0.29749006,-0.0040575498,-0.16087072
0.27799381,-0.0052553965,-0.12316028
0.28148819,-0.029252444,-0.12181828
0.27885312,-0.028739355,-0.10930185
0.2854892,-0.024575917,-0.1407388
0.28141963,-0.018489534,-0.1329983
0.27151202,-0.01879681,-0.086495192
0.2701509,-0.0066498908,-0.070094547
0.27543487,-0.0069991706,-0.10718854
0.27566389,-0.017385183,-0.10574463
0.28341065,-0.023547821,-0.12553787
0.28319449,-0.024927815,-0.12568548
0.27608047,-0.044892866,-0.11972813
0.39858287,0.18626034,-0.035933018
0.26641823,-0.057992817,-0.13796654
0.28072709,-0.029906051,-0.14123956
0.28124873,-0.019284539,-0.10577073
0.27333711,0.020901722,-0.085464587
0.27413712,0.00087612591,-0.088950317
0.27753373,-0.048244353,-0.10137557
0.28102791,-0.014189564,-0.11795061
0.28302122,0.020707886,-0.15977187
0.27710382,-0.013321072,-0.11493253
0.27450554,-0.049374149,-0.06557248
0.27135016,-0.021277032,-0.10487863
0.079402186,0.14062679,-0.1252977
0.28204284,-0.057987551,-0.1198413
0.28472725,-0.0092622469,-0.11309078
0.27583242,-0.015331246,-0.10535827
0.27231528,-0.015412665,-0.1070142
0.27099024,-0.013259527,-0.1149968
0.2642178,-0.012400398,-0.092979284
0.26619674,-0.014443952,-0.075342659
0.28617733,-0.020494997,-0.10731703
0.28599478,-0.0176916,-0.14280066
0.26800319,-0.011157346,-0.1226489
0.27493336,-0.016660817,-0.11120669
0.27825684,-0.016752712,-0.10804593
0.27549278,-0.0148767,-0.11276456
0.27528208,0.12667924,0.0788793
0.31210237,-0.047990691,-0.21074605
0.27742856,-0.057169731,-0.12376359
0.27780483,-0.036323811,-0.10447288
0.27725952,-0.0048038739,-0.098744145
0.2761973,0.005411349,-0.10725159
0.27395934,-0.017890333,-0.095111558
0.26716515,0.027108345,-0.06825135
0.26021014,0.065940955,-0.10657054
0.27084629,-0.040086523,-0.08776648
0.2855496,-0.072470086,-0.057243547
0.28384658,-0.028349849,-0.12659896
-0.27033343,0.059234721,-0.056666829
0.35770991,-0.035391223,-0.1034982
0.26299648,-0.01304195,-0.11436236
0.25903815,-0.015621731,-0.10684629
0.28407807,-0.017065177,-0.11823165
0.29224468,-0.016465621,-0.11807373
0.28900955,-0.018282427,-0.10619326
0.2807251,-0.016330983,-0.11064293
0.26654807,-0.01588764,-0.1068745
0.25779981,-0.016095206,-0.10674798
0.26238894,-0.017120727,-0.11182821
0.27740118,-0.017043803,-0.11081067
0.061186573,-0.011163862,-0.036830383
0.34391723,-0.031638123,-0.11876799
0.26942456,-0.01055157,-0.11720196
0.27537018,-0.017070771,-0.1096177
0.28422452,-0.018274176,-0.11417142
0.27924636,-0.016580887,-0.10730724
0.27861241,-0.016744862,-0.10783497
0.27367494,-0.01676983,-0.1122094
0.27657213,-0.015897829,-0.11152089
0.27831789,-0.017513229,-0.11094936
0.27248973,-0.018007417,-0.10639905
0.27721839,-0.016698134,-0.10710786
0.29163418,-0.014972881,-0.15976364
0.28512039,0.0067621401,-0.087324093
0.24066899,-0.040748481,-0.10772871
0.30247452,-0.015351499,-0.12844592
0.28243899,0.001155636,-0.13047289
0.29491553,-0.020137607,-0.091818099
0.2504735,-0.035023747,-0.084093353
0.23922113,0.0065782558,-0.12706812
0.33770701,-0.0042082511,-0.1310831
0.26852186,-0.042939982,-0.072588418
0.24843563,-0.020143338,-0.074775553
0.26889439,-0.015807914,-0.11939586
0.30344228,-0.022841831,-0.13996845
0.29192158,-0.010980288,-0.11394106
0.26841076,0.020047468,-0.19595794
0.30029053,-0.055739891,-0.13905246
0.27454548,0.010493163,-0.14317331
0.28836911,-0.012305963,-0.10517003
0.26482439,-0.021515022,-0.086917894
0.31564506,-0.018495012,-0.12568041
0.30447714,-0.017665493,-0.089242297
0.20046704,-0.026278572,-0.086678057
0.26030918,-0.011686588,-0.11975587
0.30906248,-0.0090706387,-0.16277919
0.30166119,-0.019919391,-0.0907304
0.20956471,-0.020663275,-0.042663638
0.27821911,-0.024317013,-0.13207519
0.32661005,-0.016921005,-0.1508
0.26980626,-0.00025139395,-0.071798929
0.36400551,-0.011985323,-0.13797327
0.35510843,0.018031926,-0.070406626
0.36403235,-0.042051321,-0.1039141
0.21899076,-0.029465827,-0.091102532
0.21748354,0.030261646,-0.10473244
0.22571795,-0.039452822,-0.14404035
0.23403677,-0.038275976,-0.12799348
0.3708507,0.02314204,-0.14165105
0.2586033,0.012907529,-0.084638902
0.30990241,0.021053218,-0.15243574
0.23899183,-0.042579971,-0.085303612
0.40689452,-0.027527223,-0.051406937
0.35804906,-0.028888096,-0.10848229
0.12166437,-0.042791613,-0.12842315
0.16016873,0.012275909,-0.17618024
0.34577011,0.008331067,-0.12970563
0.26170209,0.0098124347,-0.13133701
0.3789949,-0.05024955,-0.076372861
0.26937883,-0.037452758,-0.10216728
0.13771755,0.0018420117,-0.07185554
0.35522774,-0.0017599745,-0.10702329
0.27377455,-0.0037138714,-0.22327604
0.23644039,-0.12193899,-0.15942202
0.31364281,-0.0021203364,-0.057606745
0.33823101,-0.00090524071,-0.067775189
0.26722577,-0.015071218,-0.10317502
0.24148213,-0.053850982,-0.083056366
0.27492864,-0.04149706,-0.13585848
0.19479704,-0.0093078134,-0.14639459
0.19108755,-0.011703716,-0.14941735
0.23864352,-0.12418937,-0.13710491
0.37661057,-0.010742054,-0.099111386
0.39366628,-0.010218646,-0.13163478
0.26265802,-0.0286908,-0.12072256
0.23088375,-0.025104612,-0.070413035
0.2957943,-0.036844175,-0.1144386
0.18529287,0.00081271653,-0.14176694
0.15940435,0.010533098,-0.11574261
0.29807391,-0.20173135,-0.20478727
0.21463291,-0.014642436,-0.11018036
0.20637424,-6.2653314e-05,-0.08890752
0.30506435,-0.0056742337,-0.07407593
0.32496752,0.035031384,-0.051698119
0.28750332,-0.048242483,-0.081209931
0.21894807,-0.050101861,-0.12312134
0.1791572,-0.02288726,-0.15567491
0.27911531,0.01056235,-0.059284912
0.28054459,-0.021530718,-0.11056913
0.27220598,-0.017500432,-0.09457415
0.27142722,-0.019603709,-0.078243188
0.28388166,-0.021874168,-0.12257745
0.28114415,-0.020836641,-0.13505985
0.27893183,-0.017987423,-0.11426485
0.27755079,-0.014363712,-0.10170465
0.2738738,-0.014017638,-0.10025853
0.2759053,-0.018010752,-0.10610959
0.30239387,-0.015771145,-0.046833093
0.27010979,-0.020743235,-0.11673824
0.27436017,-0.016406789,-0.082983662
0.27576294,-0.013671637,-0.09446572
0.27633541,-0.013908524,-0.11080606
0.2750132,-0.015239279,-0.10954591
0.27788523,-0.017263995,-0.10479985
0.28287427,-0.01425164,-0.11641223
0.29365488,-0.041640983,-0.17607315
0.28757138,-0.03892643,-0.15372476
0.26459293,0.015780489,-0.060545492
0.27010488,0.0092401457,-0.07207767
0.23379765,-0.0089945852,-0.068190706
0.29227472,-0.02241997,-0.13985486
0.28873745,-0.01691176,-0.13889369
0.28146396,-0.019342561,-0.11788621
0.27577107,-0.017171804,-0.10492841
0.27581207,-0.017880268,-0.1039486
0.28033541,-0.019079887,-0.11028346
0.27949435,-0.018060544,-0.11905939
0.2758823,-0.016911343,-0.11111063
0.27659813,-0.014730308,-0.10562341
0.27869959,-0.015058348,-0.10791356
0.23968895,-0.02700088,-0.056882975
0.30353079,-0.018931141,-0.13329166
0.27393338,-0.008602606,-0.11295468
0.27545496,-0.013879503,-0.10857249
0.27922977,-0.016394322,-0.11672419
0.28152183,-0.027618206,-0.1394211
0.27710335,-0.018334334,-0.12816714
0.26872938,0.0050717783,-0.11269651
0.27550916,-0.01492251,-0.085847916
0.28086926,-0.026303022,-0.097616309
0.27962823,-0.018238347,-0.12756565
0.27731027,-0.015722833,-0.090720425
0.27669713,-0.014802084,-0.10155309
0.27757833,-0.014380308,-0.1182158
-0.41627026,-0.024966026,-0.034779749
0.39232475,-0.036101162,-0.13142947
0.2586773,-0.011112148,-0.10618486
0.2060255,-0.020043785,-0.11074855
0.17617081,-0.03539695,-0.10972114
0.22729781,-0.024895481,-0.11033182
0.29116623,-0.018296911,-0.10598526
0.27181137,-0.018151458,-0.10816409
0.27523237,-0.019276583,-0.1087394
0.28351827,-0.021130093,-0.10764403
0.28838273,-0.017807675,-0.10853344
0.29275667,-0.013916691,-0.10774243
0.11384184,-0.11251405,-0.11870617
0.21684883,-0.043106339,-0.11073282
0.27161479,-0.028221339,-0.10151911
0.28402103,-0.018403077,-0.10821976
0.28598248,-0.013903898,-0.10709311
0.31987501,-0.0068985993,-0.11119043
0.29583035,-0.0022133121,-0.11105857
0.25230455,-0.032651944,-0.10064527
0.2705239,-0.032988297,-0.10617797
0.22404196,-0.022026203,-0.11496887
0.2538937,-0.019548917,-0.10853676
0.28716162,-0.016669008,-0.10500043
0.25692753,-0.077237772,-0.15986202
0.29299566,-0.032579846,-0.060720267
0.31213933,-0.00048497069,-0.11742318
0.28917278,-0.0033662174,-0.08607509
0.24773273,-0.037916705,-0.14063085
0.30160727,-0.018933459,-0.12417177
0.25926263,0.0012913056,-0.06855725
