tBodyAcc-mean()-Y,tBodyAcc-mean()-Z,tBodyAcc-std()-X
0.28111697,0.0073702798,-0.12225809
0.28618516,0.00078622212,-0.14347148
0.29672786,-0.0079559289,-0.12024131
0.29668098,-0.04271512,-0.10477623
0.27330795,-0.042960517,-0.11741912
0.23887121,0.0076402593,-0.1059361
0.2408087,-0.00050888361,-0.095617951
0.36562924,-0.020382593,-0.089326453
0.33117237,-0.028691115,-0.10839138
0.1902231,-0.038897051,-0.09869604
0.23003885,-0.022024777,-0.097875785
0.3444907,0.021733464,-0.20394047
0.20714979,-0.0034351025,-0.14330782
0.1686636,0.052146924,-0.082792774
0.41024452,-0.0079768275,-0.1694751
0.41043867,-0.064726783,-0.12377204
0.26097364,0.0051912105,-0.14623831
0.19239073,0.015226187,-0.16339996
0.16085356,-0.067771871,-0.048164595
0.19737448,-0.023080695,-0.10202009
0.28930934,-0.039572283,-0.12029202
0.30968525,-0.026232277,-0.062244884
0.24748304,0.00056547901,-0.07518192
0.24404031,-0.030303589,-0.11363494
0.29942617,-0.010201837,-0.11816594
0.27386865,-0.011459277,-0.1538041
0.27278629,-0.034461224,-0.12698147
0.21800676,-0.074887013,-0.052703157
0.26760132,-0.032814137,-0.1130729
0.20297773,0.0074192704,-0.09300039
0.29261951,-0.013621795,-0.092397696
0.25244236,-0.015507321,-0.070093738
0.18944069,-0.0027834942,-0.065808412
0.25745284,-0.04335044,-0.11694851
0.2795809,-0.029329514,-0.13687861
0.28068106,-0.0047294571,-0.12071994
0.17993953,-0.06017359,-0.017653749
0.22588802,-0.021954576,-0.1080066
0.26439312,0.0091204488,-0.10478296
0.28541537,0.016833852,-0.10688354
0.23826921,0.00012396818,-0.093751617
0.18359029,-0.020857894,-0.052463899
0.21462352,-0.026791078,-0.10251064
0.26001212,-0.030019182,-0.10970412
0.32955346,-0.045809874,-0.068692746
0.20876832,0.030679246,0.037288816
0.35382353,-0.024879552,-0.086384343
0.35619073,-0.051817875,-0.15934525
0.22259283,-0.02449569,-0.15388612
0.22966134,0.026781905,-0.18932387
0.21537091,-0.045299636,-0.10234205
0.34355324,-0.024165905,-0.017703843
0.29010859,0.032174046,-0.048561434
0.25079554,-0.0034577794,-0.070470363
0.40209809,-0.040365788,-0.072894129
0.41983326,-0.056165676,-0.1553395
0.3139389,-0.028131107,-0.1535226
0.25994947,-0.022679831,-0.10227613
0.2038278,-0.0001716803,-0.083073081
0.18594631,-0.011803726,-0.036139711
0.33584724,0.011445562,-0.080037372
0.2860648,0.016799817,-0.16313273
0.23601277,-0.026913144,0.18639534
0.26731751,-0.032355179,-0.062924067
0.28335241,-0.010728703,-0.11733272
0.26927723,-0.032606502,-0.13028676
0.2783618,-0.013656893,-0.12915439
0.30643156,0.027459372,-0.10407181
0.28749007,0.016839126,-0.06516443
0.26287883,-0.022379352,-0.083592456
0.27944197,-0.023078631,-0.12332077
0.28643265,-0.023842891,-0.12273754
0.27293268,-0.039067631,-0.11017159
0.24847403,-0.037999251,-0.030083776
0.26582646,-0.031669222,-0.083983249
0.27605329,-0.015408535,-0.13171922
0.26377017,-0.021187085,-0.081684886
0.27088078,-0.038723153,-0.10844469
0.43020885,0.10254087,-0.0556042
0.29495455,0.009075787,-0.10264411
0.27456461,-0.027991273,-0.12256318
0.26924174,-0.025529403,-0.10009175
0.27392022,-0.015952619,-0.098662111
0.28827279,-0.006332133,-0.10540087
0.28410731,-0.010061076,-0.10173142
0.27010097,-0.023550544,-0.10116623
0.27319016,-0.023302776,-0.10721116
0.28011247,-0.012618021,-0.10563723
0.27739954,-0.015537024,-0.11087508
0.27487138,-0.019577012,-0.1118923
0.27952882,-0.016447003,-0.10626443
0.2813921,-0.0123645,-0.10487937
0.28247452,-0.011067786,-0.13255126
0.3256536,0.028817786,-0.032056785
0.26217511,-0.062819481,-0.15703615
0.27439932,-0.0017697185,-0.083310746
0.27118439,-0.01149042,-0.089935247
0.27055607,-0.0061249184,-0.091966376
0.26051905,0.0098193055,-0.078471122
0.093068135,0.15040887,0.051458368
-0.18139412,0.32412953,0.12938955
-0.0615055,0.17408171,0.031555899
0.23159725,-0.023177324,-0.064478524
0.27500006,-0.018702893,-0.10325556
0.25401543,-0.010676678,-0.094228226
0.37655125,-0.11349946,-0.26823801
0.27732739,0.019990398,-0.15202442
0.26788442,0.0060403153,-0.10005102
0.27687512,-0.01572964,-0.10257949
0.27589441,-0.015358871,-0.096289703
0.27463913,-0.014627271,-0.09635546
0.27565662,-0.018430818,-0.10803572
0.28167526,-0.017778461,-0.12445165
0.28685725,-0.02272766,-0.14375749
0.27950407,-0.02047285,-0.12044462
0.27376357,-0.013785705,-0.10031331
0.27789697,-0.016519861,-0.1051797
0.27771536,-0.017965805,-0.10457087
0.27416643,-0.014211302,-0.09759523
0.26307307,-0.020708401,-0.10415558
0.25924966,-0.010370885,-0.10117466
0.2731223,-0.024140671,-0.091799885
0.280936,-0.018769082,-0.10783636
0.28919046,-0.016912076,-0.1092038
0.29412126,-0.015314462,-0.11139625
0.27408717,-0.014713512,-0.11480583
0.27076432,-0.019818107,-0.10195511
0.28778228,-0.020286286,-0.10224496
0.28882018,-0.015725603,-0.11301861
0.30174345,-0.010642162,-0.12663126
0.28931482,-0.014115319,-0.11553447
0.25651512,-0.014986371,-0.10452499
0.28684091,-0.013721018,-0.11928331
0.28226646,-0.029489979,-0.089357985
0.23982421,-0.012820186,-0.097670072
0.27218141,-0.018131841,-0.10653995
0.2721901,-0.017178761,-0.10991247
0.27168092,-0.018231844,-0.10376982
0.27270038,-0.017679919,-0.10441484
0.27619261,-0.015433074,-0.11040669
0.27771105,-0.017850354,-0.10929715
0.2752802,-0.018206091,-0.10740518
0.28817583,-0.014690457,-0.11372304
0.292282,-0.014277655,-0.11915816
0.27263222,-0.016716655,-0.10755375
0.26563017,-0.018372323,-0.10120445
0.27593368,-0.018447236,-0.10577173
0.28076891,-0.017289589,-0.10883655
0.27424221,-0.016037614,-0.11276997
0.33614928,-0.023240895,-0.17409769
0.29658487,-0.0031571521,-0.13154315
0.24795242,-0.025486891,-0.11879132
0.27631796,-0.0012859649,-0.14715666
0.27851827,-0.019819862,-0.11280559
0.27287741,-0.033118448,-0.086875067
0.2895603,-0.031446345,-0.11074412
0.29453204,-0.02786412,-0.081474665
0.26703075,-0.016815551,-0.086034479
0.2374203,-0.032180843,-0.10108536
0.23965834,-0.021141409,-0.072926017
0.24745185,-0.0054215092,-0.10959878
0.25841772,-0.018317884,-0.13899403
0.27072544,-0.011880203,-0.08906095
0.293718,0.0054011672,-0.094846491
0.29966975,0.01773035,-0.10341476
0.25499622,-0.054201115,-0.15021167
0.21856391,-0.009333407,-0.083282963
0.25643361,-0.019301241,-0.10237117
0.34790061,-0.018431216,-0.14247895
0.32179415,-0.02848843,-0.14481572
0.21875287,-0.030280572,-0.12122729
0.22349818,-0.0047644234,-0.05482505
0.28144069,0.022608484,-0.005444201
0.36888214,-0.02332779,-0.12545936
0.34063254,-0.05490863,-0.17853462
0.24546849,-0.050384644,-0.11059426
0.20231704,-0.035684596,-0.11827706
0.23177399,0.0049371571,-0.11435794
0.2736521,0.0051452093,-0.1154417
0.26484622,0.0065977921,-0.11285587
0.1954509,-0.0087076916,-0.10560986
0.26005764,-0.05318923,-0.099270803
0.40137358,-0.057840219,-0.0028824215
0.25170106,0.0035481818,-0.052847095
0.20908092,-0.00072079571,-0.24063776
0.26361114,-0.012362911,-0.12641528
0.31341697,-0.020404815,-0.050693901
0.38648994,-0.046074048,-0.11996797
0.29724979,-0.042621318,-0.1410546
0.40796171,-0.035302397,-0.12883223
0.3363213,0.01383788,-0.086847284
0.28176742,-0.00072678829,-0.0730893
0.17444228,-0.035646306,-0.13406221
0.16496565,-0.012368938,-0.2205622
0.36480638,-0.00010105371,-0.11660425
0.3581001,-0.072325023,-0.10349534
0.43396328,-0.013693566,-0.055880867
0.39825953,0.016888494,-0.10681026
0.11336129,0.017742643,-0.10452548
0.17659603,-0.022868866,-0.1079376
0.32805345,-0.063723457,-0.14756405
0.29480972,0.0090315446,-0.069136514
0.27705363,-0.025718815,-0.23881834
0.058825669,-0.1086128,-0.076527896
0.21824853,-0.033435546,-0.11611135
0.32002946,-0.022273059,-0.087360494
0.40464083,-0.014041612,-0.051365573
0.3259736,-0.011531985,-0.08532991
0.17984498,0.00037919422,-0.11352439
0.21803742,-0.014925637,-0.091867688
0.35930724,-0.037890725,-0.14053428
0.35614452,0.0033888051,-0.14063527
0.17331223,-0.10352888,-0.24207289
0.26248578,-0.029029148,-0.088647354
0.2739514,-0.02879277,-0.011273408
0.24005401,0.034980469,-0.11303406
0.28308509,0.0097610841,-0.12090612
0.32332368,-0.053276359,-0.091897239
0.30282609,-0.066835794,-0.1736808
0.29805475,-0.031431622,-0.15731069
0.091124312,-0.11287298,-0.11946275
0.12888592,-0.013788855,-0.065909648
0.2198336,0.0014093012,-0.0073177408
0.36675303,0.00058926763,-0.049062658
0.38196763,-0.034866297,-0.10078814
0.35345495,0.015948475,-0.052372196
0.20922994,0.026107118,-0.091443506
0.13669746,-0.055384001,-0.19109061
0.27441806,-0.056769823,-0.17635297
0.21042944,-0.16110183,-0.068394118
0.29407001,-0.075006256,-0.10101207
0.24860852,0.0091259761,-0.14779804
0.21549677,-0.012975155,-0.086175616
0.26812381,-0.088037829,-0.067815298
0.35951803,-0.016889816,-0.077857079
0.21323468,0.036049984,-0.11035526
0.20481442,0.0044999325,-0.15298272
0.24075493,-0.015526029,-0.081665303
0.28100578,-0.037916442,-0.20617762
0.27311074,-0.019947006,-0.09147878
0.28179384,-0.014159431,-0.098780316
0.27412441,-0.029926296,-0.11795947
0.27526771,-0.015050466,-0.11420397
0.27619094,-0.015568594,-0.11880774
0.27325437,-0.026320608,-0.12949951
0.27907242,-0.017639768,-0.10625263
0.2826611,-0.011751325,-0.10355633
0.27867898,-0.013728366,-0.11144247
0.27305103,-0.020057779,-0.10440918
0.27745001,-0.015213574,-0.11366499
0.28162614,-0.015273006,-0.108266
0.36100048,0.041930333,-6.8066622e-05
0.28447768,0.0030326103,-0.20852469
0.25600381,-0.050236136,-0.098153884
0.28009789,-0.018414133,-0.11252228
0.30283482,0.021142501,-0.13124183
0.28430928,-0.0032622565,-0.11664297
0.28326382,-0.012030672,-0.057917237
0.286952,-0.011682068,-0.068818839
0.27267681,-0.017661164,-0.12805853
0.27185147,-0.01783494,-0.12293669
0.2754235,-0.021202006,-0.1100767
0.2708317,-0.027725151,-0.11220416
0.2727471,-0.023042517,-0.12040509
0.277341,-0.016725672,-0.12175841
0.28706553,-0.0059866427,-0.10852538
0.27864378,-0.012788195,-0.1094543
0.16430905,0.077554196,-0.052819223
0.24429634,-0.055037125,-0.068961997
0.27134909,-0.015977023,-0.035051208
0.26855745,-0.014486297,-0.0968184
0.27698778,-0.018260734,-0.10951976
0.27788045,-0.017338655,-0.10617037
0.27555343,-0.016676012,-0.10413444
0.27464524,-0.015177054,-0.10466006
0.27766128,-0.017271065,-0.10722065
0.27838495,-0.019059906,-0.11011034
0.27618768,-0.017867055,-0.11142905
0.27552752,-0.014104146,-0.11142994
0.27240728,-0.085983504,-0.21536595
0.39317566,-0.081143811,0.060963705
0.28980389,-0.067702978,-0.17441414
0.26915611,-0.015872993,-0.13505463
0.27358776,0.0066082668,-0.13555113
0.27889486,-0.0044941887,-0.11133195
0.27832059,-0.025827408,-0.094847131
0.27882544,-0.014209379,-0.096209069
0.27614864,0.0015088688,-0.094874242
0.27546483,-0.0076867715,-0.089048689
0.27758758,-0.026988376,-0.098281824
0.26184609,0.012139631,-0.17727136
0.25026411,0.026935894,-0.2433694
0.28577601,-0.033157071,-0.089408997
0.31860472,-0.035125806,-0.056683941
0.27807082,-0.026539151,-0.062495646
0.25008823,-0.016151777,-0.095910126
0.26573827,-0.021703052,-0.090398382
0.26295204,-0.021930064,-0.08713072
0.26633272,-0.021374101,-0.0934612
0.27416584,-0.018334288,-0.10162287
0.27802477,-0.01727334,-0.10561605
0.28348739,-0.013316486,-0.12296754
0.28766482,-0.011355923,-0.13199496
0.274487,-0.015155836,-0.11157786
0.26633797,-0.015746865,-0.10898144
0.24782504,-0.019898451,-0.096118061
0.24147544,-0.025622039,-0.069812387
0.27421965,-0.020438819,-0.09303619
0.31421469,-0.0097170633,-0.13887653
0.29067526,-0.06840145,0.0014106566
0.25657896,-0.027865744,-0.044736071
0.27507698,-0.027643686,-0.064616825
0.2631234,-0.022800213,-0.090274058
0.26825472,-0.018749283,-0.098933134
0.27527453,-0.0191315,-0.10443454
0.2771948,-0.018289354,-0.10691458
0.27274802,-0.015981187,-0.10868394
0.27531042,-0.018139973,-0.10453454
0.27824475,-0.019981604,-0.10085615
0.27513809,-0.015470307,-0.11311885
0.27365544,-0.015767117,-0.10743581
0.2714901,-0.019702445,-0.093862999
0.28152916,-0.013984689,-0.11851874
0.28170692,-0.014668325,-0.1209007
0.27710055,-0.017914596,-0.10617854
0.24035356,-0.035939737,-0.14396082
0.38523426,0.00042136442,-0.11697045
0.31645563,-0.053056489,-0.11772549
0.20319549,-0.038446535,-0.13871066
0.23717016,0.027868452,-0.14983832
0.33268007,0.0052485192,-0.11552427
0.36837858,-0.033389737,-0.11176978
0.23201142,-0.017807834,-0.092754737
0.18181686,-0.026174902,-0.057207626
0.26372531,-0.011218524,-0.080054133
0.34416053,0.014026806,-0.098313005
0.32222132,-0.034243851,-0.1320607
0.26773362,-0.039672038,-0.12391689
0.25480481,0.0072181978,-0.11755844
0.20035178,-0.034791181,-0.18126558
0.27826892,0.018375829,-0.10129593
0.34005104,-0.025916701,-0.10771677
0.32614515,-0.043925372,-0.12927787
0.24592767,-0.0079523616,-0.095790632
0.23433414,0.0021469248,-0.065573512
0.31359331,-0.0045343396,-0.090344735
0.35077557,-0.035447483,-0.14039506
0.27225339,-0.051844795,-0.13813305
0.22209307,-0.0069243673,-0.1083546
0.22819872,-0.0087733458,-0.11829796
0.26561363,-0.019763709,-0.13399699
0.29782733,-0.0038733054,-0.088706907
0.33591127,0.0031701294,-0.14806525
0.2951506,-0.0019481725,-0.16404088
0.35136911,-0.043342194,-0.18324544
0.22365083,-0.014994443,-0.20351016
0.2269563,-0.011145835,-0.085405118
0.35190941,-0.031399701,-0.071041141
0.26049931,-0.016522642,-0.10016893
0.27854618,-0.018912952,-0.038705715
0.27317626,-0.02538602,-0.12691636
0.33965369,-0.0011800018,-0.11949014
0.18861068,-0.029963971,-0.10726699
0.35668201,-0.0084865836,-0.1344078
0.37473871,0.0057025172,-0.15411427
0.30192251,-0.036593718,-0.058174666
0.2759498,-0.054026822,-0.13384613
0.13869448,0.0035650465,-0.15191849
0.34347369,-0.022355798,-0.065401386
0.424807,-0.029256313,-0.10082195
0.20078516,-0.034157855,-0.11756235
0.42756169,-0.04476333,-0.15594
0.38293696,-0.03714332,-0.18415952
0.19855719,0.0092565328,-0.067628765
0.24951885,0.0039261371,-0.13222697
0.22801284,-0.0042838712,-0.18091127
0.33410992,-0.0093255827,-0.033509767
0.27667259,-0.035498731,-0.038827229
0.12138473,-0.10053922,-0.17815767
0.2336308,-0.019329601,-0.094497397
0.29920213,0.00088910097,-0.089378321
0.32127063,0.011140914,-0.13121135
0.22828647,-0.049432753,-0.15446376
0.24339753,-0.052324131,-0.094515087
0.38982759,0.016545606,-0.06136722
0.31137714,-0.025184805,-0.14714418
0.28896163,-0.032060168,-0.1872688
0.12803974,-0.17149004,-0.20126496
0.30984748,-0.076027687,-0.12892162
0.39052715,-0.011742366,-0.067125388
0.3067724,0.0027934938,-0.12185912
0.17543173,-0.055660281,-0.13085221
0.21317248,-0.036070128,-0.037668279
0.25487923,0.0098186253,-0.11610301
0.18985623,-0.010557565,-0.16922033
0.22028647,-0.14529952,-0.042427419
0.30126226,-0.031648946,-0.08434376
0.29812846,-0.021686009,-0.11539107
0.29854837,0.006219991,-0.10200848
0.25235428,-0.0053129762,-0.11227819
0.27764222,-0.043879138,-0.08554055
0.29724976,-0.01413362,-0.1331221
0.26222974,-0.016215127,-0.13942684
0.19695721,0.056389711,0.12161435
0.24892254,-0.05081451,-0.040399394
0.29745142,-0.053719594,-0.15501218
0.31015977,0.018052605,-0.2236719
0.30170926,-0.0023877425,-0.14306728
0.28416228,-0.046540223,-0.10134398
0.28272557,-0.02334463,-0.13606173
0.28399551,-0.02101954,-0.12271536
0.27880448,-0.017506022,-0.10882544
