,sexo,qtd_filhos,possui_celular,possui_fone_comercial,possui_fone,possui_email,qt_pessoas_residencia,mau,posse_de_imovel_Y,posse_de_veiculo_Y
61,0,0,1,1,1,0,1.0,False,1,1
62,1,0,1,1,1,0,2.0,False,1,0
63,1,0,1,1,1,0,2.0,False,1,0
64,1,0,1,1,1,0,2.0,False,1,0
65,1,0,1,1,1,0,2.0,False,1,0
66,1,0,1,1,1,0,2.0,False,1,0
67,1,0,1,1,1,0,2.0,False,1,0
68,1,0,1,1,1,0,2.0,False,1,0
69,0,2,1,0,0,1,4.0,False,1,0
70,0,2,1,0,0,1,4.0,False,1,0
71,0,2,1,0,0,1,4.0,False,1,0
72,0,2,1,0,0,1,4.0,False,1,0
73,0,2,1,0,0,1,4.0,False,1,0
74,0,2,1,0,0,1,4.0,False,1,0
75,0,2,1,0,0,1,4.0,False,1,0
76,0,0,1,0,0,1,2.0,False,1,1
77,0,0,1,0,0,0,2.0,False,0,0
78,0,2,1,0,0,1,4.0,False,1,0
79,0,2,1,0,0,1,4.0,False,1,0
80,0,2,1,0,0,1,4.0,False,1,0
81,0,2,1,0,0,1,4.0,False,1,0
82,0,2,1,0,0,1,4.0,False,1,0
83,1,0,1,1,0,0,1.0,False,1,0
84,1,0,1,0,0,0,2.0,False,1,1
85,1,0,1,0,0,0,2.0,False,1,1
86,1,0,1,0,0,0,2.0,False,1,1
87,0,0,1,0,1,1,2.0,False,1,1
88,0,1,1,0,1,1,3.0,False,1,1
89,1,1,1,0,0,0,3.0,False,1,0
90,0,0,1,0,0,1,2.0,False,1,0
91,1,0,1,0,0,0,2.0,False,1,0
92,1,2,1,0,0,0,4.0,False,0,1
93,1,2,1,0,0,0,4.0,False,0,1
94,0,1,1,0,0,1,3.0,False,1,0
95,0,0,1,0,0,0,1.0,False,1,0
96,1,2,1,0,1,0,4.0,False,1,1
97,1,2,1,0,1,0,4.0,False,1,1
98,0,0,1,0,0,0,1.0,False,0,0
99,0,0,1,0,0,0,1.0,False,0,0
100,0,0,1,0,0,0,1.0,False,0,0
101,0,0,1,0,0,0,1.0,False,0,0
102,0,0,1,0,0,0,1.0,False,0,0
103,0,0,1,0,0,0,1.0,False,0,0
104,0,0,1,0,0,0,1.0,False,0,0
105,0,0,1,0,0,0,1.0,False,0,0
106,0,0,1,0,0,0,1.0,False,0,0
107,1,0,1,0,0,0,1.0,False,1,0
108,0,0,1,1,1,0,2.0,False,0,0
109,1,0,1,1,1,0,2.0,False,0,1
110,1,0,1,1,1,0,2.0,False,0,1
111,0,0,1,0,0,0,2.0,False,0,0
112,0,0,1,0,0,0,2.0,False,0,0
113,0,0,1,0,0,0,2.0,False,0,0
114,0,0,1,0,0,0,2.0,False,0,0
115,0,0,1,0,0,0,2.0,False,0,0
116,0,0,1,0,0,0,2.0,False,0,0
117,0,0,1,0,0,0,2.0,False,0,0
118,0,0,1,0,0,0,2.0,False,0,0
119,0,0,1,0,1,0,2.0,False,0,0
120,0,0,1,0,1,0,2.0,False,0,0
121,0,0,1,0,1,0,2.0,False,0,0
122,0,0,1,0,1,1,2.0,False,0,1
123,1,0,1,0,0,0,2.0,False,0,1
124,1,0,1,0,0,0,2.0,False,0,1
125,1,0,1,0,0,0,2.0,False,0,1
126,1,0,1,0,0,0,2.0,False,0,1
127,1,0,1,0,0,0,2.0,False,0,1
128,1,0,1,0,0,0,2.0,False,0,1
129,0,0,1,1,1,0,2.0,False,0,0
130,0,0,1,1,1,0,2.0,False,0,0
131,0,0,1,1,1,0,2.0,False,0,0
132,0,0,1,1,1,0,2.0,False,0,0
133,0,0,1,1,1,0,2.0,False,0,0
134,0,0,1,1,1,0,2.0,False,0,0
135,0,0,1,1,1,0,2.0,False,0,0
136,0,0,1,1,0,0,2.0,False,0,1
137,0,0,1,1,0,0,2.0,False,0,1
138,0,0,1,1,0,0,2.0,False,0,1
139,0,0,1,1,0,0,2.0,False,0,1
140,0,0,1,1,0,0,2.0,False,0,1
141,0,0,1,1,0,0,2.0,False,0,1
142,0,0,1,1,0,0,2.0,False,0,1
143,0,0,1,1,0,0,2.0,False,0,1
144,1,0,1,0,1,0,2.0,False,0,1
145,0,0,1,0,1,0,1.0,False,0,0
146,0,0,1,0,1,0,2.0,False,0,0
147,1,1,1,1,0,0,3.0,False,0,1
148,1,1,1,1,0,0,3.0,False,0,1
149,0,0,1,0,0,0,1.0,False,0,0
150,1,0,1,1,1,0,2.0,False,0,1
151,1,0,1,1,1,0,2.0,False,0,1
152,1,0,1,1,1,0,2.0,False,0,1
153,1,0,1,0,1,0,2.0,False,0,0
154,1,0,1,0,1,0,2.0,False,0,0
155,1,0,1,0,1,0,2.0,False,0,0
156,1,0,1,0,1,0,2.0,False,0,0
157,1,0,1,0,1,0,2.0,False,0,0
158,1,0,1,0,1,0,2.0,False,0,0
159,0,0,1,0,1,0,2.0,False,0,0
160,0,0,1,0,1,0,2.0,False,0,0
161,0,0,1,0,1,0,2.0,False,0,0
162,0,0,1,0,1,0,2.0,False,0,0
163,0,0,1,0,1,0,2.0,False,0,0
164,0,0,1,0,1,0,2.0,False,0,0
165,0,0,1,0,1,0,2.0,False,0,0
166,0,0,1,0,1,0,2.0,False,0,0
167,0,0,1,0,1,0,2.0,False,0,0
168,0,0,1,0,1,0,2.0,False,0,0
169,0,0,1,0,1,0,1.0,False,0,0
170,0,0,1,0,0,0,1.0,False,0,0
171,0,0,1,0,0,0,1.0,False,0,0
172,0,0,1,0,1,1,2.0,False,0,1
173,0,0,1,0,1,1,2.0,False,0,1
174,0,0,1,0,1,1,2.0,False,0,1
175,0,0,1,0,1,1,2.0,False,0,1
176,0,0,1,0,1,1,2.0,False,0,1
177,0,0,1,0,1,1,2.0,False,0,1
178,0,0,1,0,1,1,2.0,False,0,1
179,0,0,1,0,1,1,2.0,False,0,1
180,0,0,1,0,1,1,2.0,False,0,1
181,1,0,1,0,1,0,2.0,False,0,1
182,1,0,1,0,1,0,2.0,False,0,1
183,1,0,1,0,1,0,2.0,False,0,1
184,1,0,1,0,1,0,2.0,False,0,1
185,0,0,1,0,0,0,1.0,False,0,0
186,1,0,1,1,1,0,2.0,False,0,0
187,1,0,1,0,0,0,2.0,False,0,1
188,1,0,1,0,0,0,2.0,False,0,1
189,1,0,1,0,0,0,2.0,False,0,1
190,1,0,1,0,0,0,2.0,False,0,1
191,1,0,1,0,1,0,2.0,False,0,0
192,0,0,1,1,1,0,2.0,False,0,0
193,1,0,1,1,0,0,2.0,False,0,1
194,1,0,1,1,0,0,2.0,False,0,1
195,1,0,1,1,0,0,2.0,False,0,1
196,1,0,1,0,1,1,2.0,False,0,1
197,1,0,1,0,1,1,2.0,False,0,1
198,0,2,1,1,0,1,4.0,False,0,0
199,1,1,1,1,0,0,3.0,False,0,1
200,1,1,1,1,0,0,3.0,False,0,1
201,0,0,1,0,1,0,2.0,False,0,0
202,0,0,1,0,1,0,2.0,False,0,0
203,1,0,1,0,0,0,1.0,False,0,0
204,1,0,1,0,0,0,1.0,False,0,0
205,1,0,1,0,0,0,1.0,False,0,0
206,0,1,1,1,0,0,3.0,False,0,0
207,0,1,1,1,0,0,3.0,False,0,0
208,0,1,1,1,0,0,3.0,False,0,0
209,0,1,1,1,0,0,3.0,False,0,0
210,0,1,1,1,0,0,3.0,False,0,0
211,0,1,1,1,0,0,3.0,False,0,0
212,1,0,1,1,1,0,2.0,False,0,0
213,1,0,1,1,1,0,2.0,False,0,0
214,1,0,1,1,1,0,2.0,False,0,0
215,0,0,1,1,1,0,1.0,False,0,0
216,1,0,1,1,0,0,1.0,False,0,0
217,0,0,1,0,0,0,2.0,False,0,0
218,0,0,1,0,0,0,2.0,False,0,0
219,0,0,1,0,1,0,2.0,False,0,0
220,0,0,1,0,1,0,2.0,False,0,0
221,0,0,1,0,1,0,2.0,False,0,0
222,0,0,1,0,1,0,2.0,False,0,0
223,0,0,1,0,1,0,2.0,False,0,0
224,0,0,1,1,1,0,2.0,False,0,0
225,0,0,1,1,1,0,2.0,False,0,0
226,0,0,1,1,1,0,2.0,False,0,0
227,0,0,1,1,1,0,2.0,False,0,0
228,0,0,1,1,1,0,2.0,False,0,0
229,0,0,1,0,1,0,2.0,False,0,0
230,0,0,1,0,0,0,2.0,False,0,0
231,0,2,1,0,0,0,4.0,False,0,0
232,0,2,1,0,0,0,4.0,False,0,0
233,0,2,1,0,0,0,4.0,False,0,0
234,1,0,1,1,1,0,2.0,False,0,1
235,1,0,1,1,1,0,2.0,False,0,1
236,1,0,1,1,0,1,2.0,False,0,1
237,1,0,1,1,0,1,2.0,False,0,1
238,1,0,1,1,0,1,2.0,False,0,1
239,1,0,1,1,0,1,2.0,False,0,1
240,1,0,1,1,0,1,2.0,False,0,1
241,1,0,1,1,0,1,2.0,False,0,1
242,1,0,1,1,0,1,2.0,False,0,1
243,0,0,1,0,1,0,2.0,False,0,0
244,0,0,1,0,1,0,2.0,False,0,0
245,0,0,1,0,0,0,2.0,False,0,0
246,0,0,1,0,0,0,2.0,False,0,0
247,0,0,1,0,0,0,2.0,False,0,0
248,1,2,1,1,0,0,4.0,False,0,1
249,1,2,1,1,0,0,4.0,False,0,1
250,1,1,1,1,0,0,2.0,False,0,1
251,0,0,1,0,1,0,2.0,False,0,1
252,0,0,1,0,1,0,2.0,False,0,1
253,0,0,1,0,1,0,2.0,False,0,1
254,0,0,1,0,1,0,2.0,False,0,1
255,0,0,1,1,1,0,2.0,False,0,1
256,0,0,1,0,0,0,2.0,False,0,0
257,0,0,1,0,0,0,2.0,False,0,0
258,0,0,1,0,0,0,2.0,False,0,0
259,0,0,1,0,0,0,2.0,False,0,0
260,0,0,1,0,0,0,2.0,False,0,0
261,0,0,1,0,0,0,2.0,False,0,0
262,0,0,1,0,0,0,2.0,False,0,0
263,0,0,1,0,0,0,2.0,False,0,0
264,0,0,1,0,0,0,2.0,False,0,0
265,0,0,1,0,1,0,1.0,False,0,0
266,1,0,1,1,1,0,2.0,False,0,1
267,1,0,1,1,1,0,2.0,False,0,1
268,0,0,1,0,0,0,2.0,False,0,0
269,0,0,1,0,0,0,2.0,False,0,0
270,0,0,1,0,0,0,1.0,False,0,0
271,0,0,1,0,1,0,1.0,False,0,0
272,0,0,1,0,1,0,2.0,False,0,1
273,0,0,1,1,1,0,2.0,False,0,1
274,0,0,1,1,1,0,2.0,False,0,1
275,0,0,1,1,1,0,2.0,False,0,1
276,0,1,1,1,0,0,3.0,False,0,0
277,0,2,1,1,1,0,4.0,False,0,0
278,1,0,1,0,0,0,2.0,False,0,1
279,1,0,1,1,0,0,2.0,False,0,1
280,1,0,1,1,0,0,2.0,False,0,1
281,1,0,1,1,0,0,2.0,False,0,1
282,0,0,1,1,0,0,2.0,False,0,0
283,0,0,1,1,0,0,2.0,False,0,0
284,0,0,1,1,0,0,2.0,True,0,0
285,0,0,1,1,0,0,2.0,False,0,0
286,0,0,1,0,1,0,2.0,False,0,0
287,0,0,1,0,1,0,2.0,False,0,0
288,0,0,1,0,1,0,2.0,False,0,0
289,1,0,1,1,0,0,1.0,False,0,0
290,1,0,1,1,0,0,1.0,False,0,0
291,0,0,1,0,1,0,2.0,False,0,0
292,0,0,1,0,1,0,2.0,False,0,0
293,0,0,1,0,1,0,2.0,False,0,0
294,0,0,1,0,1,0,2.0,False,0,0
295,1,0,1,1,0,0,1.0,False,0,0
296,1,0,1,1,0,0,1.0,False,0,0
297,1,0,1,1,0,0,1.0,False,0,0
298,0,0,1,0,0,0,1.0,False,0,0
299,0,0,1,0,0,0,1.0,False,0,0
300,0,0,1,0,0,0,1.0,False,0,0
301,0,0,1,0,1,0,1.0,False,0,0
302,0,0,1,0,1,0,1.0,False,0,0
303,0,0,1,0,1,0,1.0,False,0,0
304,0,0,1,0,1,0,1.0,False,0,0
305,0,0,1,0,1,0,1.0,False,0,0
306,0,0,1,0,1,0,1.0,False,0,0
307,0,0,1,0,1,0,1.0,False,0,0
308,0,0,1,0,1,0,1.0,False,0,0
309,0,0,1,0,1,0,1.0,False,0,0
310,1,0,1,0,1,1,2.0,False,0,1
311,1,0,1,0,1,1,2.0,False,0,1
312,1,0,1,0,1,1,2.0,False,0,1
313,1,0,1,0,1,1,2.0,False,0,1
314,1,0,1,1,1,0,1.0,False,0,0
315,1,0,1,1,1,0,1.0,False,0,0
316,1,0,1,1,1,0,1.0,False,0,0
317,1,0,1,1,1,0,1.0,False,0,0
318,0,0,1,1,1,0,1.0,False,0,0
319,0,0,1,0,1,0,2.0,False,0,0
320,0,0,1,0,1,0,2.0,False,0,0
321,1,0,1,1,0,0,2.0,False,0,1
322,0,0,1,1,1,0,2.0,False,0,1
323,0,0,1,1,1,0,2.0,False,0,1
324,0,0,1,1,1,0,2.0,False,0,1
325,0,0,1,1,1,0,2.0,False,0,1
326,0,0,1,1,1,0,2.0,False,0,1
327,0,0,1,1,1,0,2.0,False,0,1
328,0,0,1,1,1,0,2.0,True,0,1
329,0,0,1,1,1,0,2.0,False,0,1
330,0,0,1,1,1,0,2.0,False,0,1
331,0,0,1,1,1,0,2.0,False,0,1
332,1,0,1,0,0,0,1.0,False,0,1
333,1,0,1,0,0,0,1.0,False,0,1
334,1,0,1,0,0,0,1.0,False,0,1
335,1,0,1,0,0,0,1.0,False,0,0
336,1,0,1,0,0,0,1.0,False,0,0
337,1,0,1,0,0,0,1.0,False,0,0
338,1,2,1,1,0,0,4.0,False,0,1
339,1,2,1,1,0,0,4.0,False,0,1
340,0,0,1,0,1,0,1.0,False,0,0
341,0,0,1,0,1,0,1.0,False,0,0
342,0,0,1,0,1,0,1.0,False,0,0
343,0,0,1,1,1,0,2.0,False,0,1
344,0,0,1,1,1,0,2.0,False,0,1
345,0,1,1,1,1,0,3.0,False,0,0
346,0,1,1,1,1,0,3.0,False,0,0
347,0,0,1,0,1,0,2.0,False,0,1
348,0,0,1,0,1,0,2.0,False,0,1
349,0,0,1,1,0,0,2.0,False,0,0
350,0,0,1,1,0,0,2.0,False,0,0
351,1,0,1,1,0,0,2.0,False,0,1
352,1,0,1,1,0,0,2.0,False,0,1
353,1,0,1,1,0,0,2.0,False,0,1
354,0,0,1,0,0,0,2.0,False,0,0
355,0,0,1,0,0,0,2.0,False,0,0
356,1,0,1,0,0,0,2.0,False,0,1
357,1,0,1,0,0,0,2.0,False,0,1
358,0,0,1,0,0,0,1.0,False,0,0
359,1,0,1,1,0,0,2.0,False,0,1
360,1,0,1,0,1,0,2.0,False,0,0
361,0,0,1,0,0,0,2.0,False,0,0
362,0,0,1,0,0,0,2.0,False,0,0
363,0,0,1,0,0,0,2.0,False,0,0
364,1,0,1,1,1,0,1.0,False,0,1
365,1,0,1,1,1,0,1.0,False,0,1
366,1,0,1,1,1,0,1.0,False,0,1
367,1,0,1,1,1,0,1.0,False,0,1
368,1,0,1,1,1,0,1.0,False,0,1
369,1,0,1,1,1,0,1.0,False,0,1
370,1,0,1,1,0,0,2.0,False,0,1
371,1,0,1,1,0,0,2.0,False,0,1
372,1,0,1,1,0,0,2.0,False,0,1
373,1,2,1,1,0,0,4.0,False,0,1
374,1,2,1,1,0,0,4.0,False,0,1
375,1,2,1,1,0,0,4.0,False,0,1
376,0,0,1,0,1,0,2.0,False,1,0
377,0,0,1,0,1,0,2.0,False,1,0
378,0,0,1,0,1,0,2.0,False,1,0
379,0,0,1,0,1,0,2.0,False,1,0
380,0,0,1,0,1,0,2.0,False,1,0
381,1,0,1,0,0,0,2.0,False,0,1
382,1,0,1,0,0,0,2.0,False,0,1
383,1,0,1,0,0,0,2.0,False,0,1
384,1,0,1,0,0,0,2.0,False,0,1
385,1,0,1,0,0,0,2.0,False,0,1
386,1,0,1,0,0,0,2.0,False,0,1
387,0,2,1,0,1,0,4.0,False,1,0
388,0,2,1,0,1,0,4.0,False,1,0
389,0,2,1,0,1,0,4.0,False,1,0
390,1,0,1,0,0,0,2.0,False,1,1
391,1,0,1,0,0,0,2.0,False,1,1
392,1,0,1,0,0,0,2.0,False,1,1
393,0,2,1,0,0,0,4.0,True,1,0
394,0,2,1,0,0,0,4.0,False,1,0
395,0,0,1,1,0,1,1.0,False,1,0
396,0,2,1,0,0,0,4.0,False,1,1
397,0,2,1,0,0,0,4.0,False,1,1
398,0,2,1,0,0,0,4.0,False,1,1
399,1,0,1,0,0,0,2.0,False,1,1
400,1,0,1,0,0,0,2.0,False,1,1
401,1,0,1,0,0,0,2.0,False,1,1
402,0,1,1,0,0,0,3.0,False,1,1
403,0,0,1,0,0,0,2.0,False,1,1
404,0,0,1,0,0,0,2.0,False,1,1
405,0,0,1,0,0,0,2.0,False,1,1
406,0,0,1,0,0,0,2.0,False,1,1
407,0,0,1,0,0,0,2.0,False,1,1
408,1,0,1,0,0,0,1.0,False,1,1
409,1,0,1,0,0,0,1.0,False,1,1
410,1,0,1,0,0,0,1.0,False,1,1
411,0,0,1,0,0,0,2.0,False,1,0
412,1,1,1,0,0,0,3.0,False,1,1
413,1,1,1,0,0,0,3.0,False,1,1
414,1,1,1,0,0,0,3.0,False,1,1
415,1,1,1,0,0,0,3.0,False,1,1
416,1,1,1,0,0,0,3.0,False,1,1
417,0,1,1,0,1,1,3.0,False,0,1
418,0,1,1,0,1,1,3.0,False,0,1
419,0,2,1,0,0,0,4.0,False,1,0
420,0,2,1,0,0,0,4.0,False,1,0
421,0,1,1,0,1,0,3.0,False,1,0
422,0,1,1,0,1,0,3.0,False,1,0
423,0,1,1,0,1,0,3.0,False,1,0
424,0,1,1,0,1,0,3.0,False,1,0
425,0,1,1,0,0,0,2.0,False,1,1
426,0,1,1,0,0,0,2.0,False,1,1
427,0,0,1,0,0,1,1.0,False,0,0
428,0,0,1,0,0,1,1.0,False,0,0
429,0,0,1,0,0,0,2.0,False,1,0
430,0,0,1,0,0,0,2.0,False,1,0
431,1,0,1,0,1,0,2.0,False,1,1
432,0,0,1,1,0,0,2.0,False,1,0
433,0,0,1,1,0,0,2.0,False,1,0
434,0,0,1,1,0,0,2.0,False,1,0
435,0,0,1,1,0,0,2.0,False,1,0
436,0,0,1,1,0,0,2.0,False,1,0
437,0,0,1,0,0,1,2.0,False,1,0
438,0,0,1,0,0,1,2.0,False,1,0
439,1,0,1,0,1,1,1.0,False,1,1
440,0,0,1,0,0,0,2.0,False,1,0
441,0,0,1,0,0,0,2.0,False,1,0
442,0,0,1,0,0,0,2.0,False,1,0
443,0,0,1,0,0,0,2.0,False,1,0
444,0,0,1,0,0,0,1.0,False,1,0
445,0,0,1,0,0,0,1.0,False,1,0
446,0,0,1,0,0,0,2.0,False,1,0
447,0,0,1,0,0,0,2.0,False,1,0
448,1,2,1,0,0,0,4.0,False,0,1
449,1,2,1,0,0,0,4.0,False,0,1
450,1,0,1,0,1,1,2.0,False,1,0
451,1,0,1,0,1,1,2.0,False,1,0
452,0,0,1,0,0,0,2.0,False,0,0
453,0,2,1,0,0,0,4.0,False,1,1
454,0,0,1,0,0,0,2.0,False,1,0
455,0,0,1,0,0,0,2.0,False,1,0
456,0,0,1,0,0,0,2.0,False,1,1
457,0,0,1,0,0,0,2.0,False,1,1
458,0,0,1,0,0,0,2.0,False,1,1
459,0,0,1,0,0,1,1.0,False,1,1
460,0,0,1,0,0,1,1.0,False,1,1
461,0,0,1,0,0,1,1.0,False,1,1
462,1,0,1,0,0,0,2.0,False,1,1
463,1,0,1,0,0,0,2.0,False,1,1
464,0,1,1,0,0,1,3.0,False,1,1
465,0,2,1,1,1,1,4.0,False,1,0
466,0,2,1,1,1,1,4.0,False,1,0
467,0,2,1,1,1,1,4.0,False,1,0
468,0,2,1,1,1,1,4.0,False,1,0
469,0,2,1,1,1,1,4.0,False,1,0
470,0,2,1,1,1,1,4.0,False,1,0
471,1,0,1,0,0,0,2.0,False,1,1
472,1,0,1,0,0,0,2.0,False,1,1
473,1,0,1,0,0,0,2.0,False,1,1
474,0,1,1,0,0,0,3.0,False,1,1
475,0,1,1,0,0,0,3.0,False,1,1
476,0,1,1,0,0,0,3.0,False,1,1
477,0,1,1,0,0,0,3.0,False,1,1
478,1,0,1,0,1,1,2.0,False,1,1
479,1,0,1,0,1,1,2.0,False,1,1
480,1,0,1,0,1,1,2.0,False,1,1
481,1,0,1,0,1,1,2.0,False,1,1
482,0,0,1,0,0,0,2.0,False,1,0
483,0,0,1,0,0,0,2.0,False,1,0
484,0,0,1,0,0,0,2.0,False,1,0
485,1,2,1,1,1,1,4.0,False,1,1
486,1,2,1,1,1,1,4.0,False,1,1
487,1,1,1,0,1,0,2.0,False,0,0
488,1,1,1,0,1,0,2.0,False,0,0
489,1,1,1,0,1,0,2.0,False,0,0
490,1,1,1,0,1,0,2.0,False,0,0
491,1,1,1,0,1,0,2.0,False,0,0
492,0,0,1,0,1,0,2.0,False,1,0
493,0,0,1,0,0,0,2.0,False,1,1
494,0,0,1,0,0,0,2.0,False,1,1
495,1,0,1,0,0,0,2.0,False,1,0
496,0,0,1,0,1,0,1.0,False,1,0
497,1,0,1,0,0,1,2.0,False,1,1
498,1,0,1,0,0,1,2.0,False,1,1
499,1,0,1,0,0,1,2.0,False,1,1
500,1,0,1,0,0,1,2.0,False,1,1
501,1,0,1,0,0,1,2.0,False,1,1
502,0,1,1,0,0,0,3.0,False,1,1
503,0,1,1,0,0,0,3.0,False,1,1
504,0,1,1,0,0,0,3.0,False,1,1
505,0,1,1,0,0,0,3.0,False,1,1
506,0,1,1,0,0,0,3.0,False,1,1
507,1,0,1,0,0,0,2.0,False,1,1
508,1,0,1,0,0,0,2.0,False,1,1
509,1,0,1,0,0,0,2.0,False,1,1
510,1,0,1,0,0,0,2.0,False,1,1
511,1,0,1,0,0,0,2.0,False,1,1
512,1,0,1,0,0,0,2.0,False,1,1
513,1,0,1,0,0,0,2.0,False,1,1
514,1,0,1,0,0,0,2.0,False,1,1
515,1,0,1,0,0,0,2.0,False,1,1
516,0,0,1,0,0,0,2.0,False,1,1
517,1,1,1,1,1,0,3.0,False,1,0
518,1,1,1,1,1,0,3.0,False,1,0
519,1,1,1,1,1,0,3.0,False,1,0
520,1,1,1,1,1,0,3.0,False,1,0
521,1,1,1,1,1,0,3.0,False,1,0
522,1,1,1,1,1,0,3.0,False,1,0
523,1,1,1,1,1,0,3.0,False,1,0
524,1,1,1,1,1,0,3.0,False,1,0
525,1,1,1,1,1,0,3.0,False,1,0
526,1,1,1,1,1,0,3.0,False,1,0
527,1,1,1,1,1,0,3.0,False,1,0
528,1,1,1,1,1,0,3.0,False,1,0
529,0,0,1,0,0,0,2.0,False,1,0
530,0,0,1,0,0,0,2.0,False,1,0
531,0,0,1,1,1,0,2.0,False,1,0
532,0,0,1,1,1,0,2.0,False,1,0
533,0,0,1,0,0,0,2.0,False,1,0
534,0,1,1,0,0,0,3.0,False,1,1
535,0,1,1,0,0,0,3.0,False,1,1
536,0,1,1,0,0,0,3.0,False,1,1
537,0,1,1,0,0,0,3.0,False,1,1
538,0,1,1,0,0,0,3.0,False,1,1
539,1,0,1,0,0,1,2.0,False,0,0
540,1,0,1,0,0,1,2.0,False,0,0
541,0,0,1,0,0,0,2.0,False,0,0
542,0,0,1,0,0,0,2.0,False,0,0
543,0,0,1,0,0,0,2.0,False,0,0
544,0,0,1,0,0,0,2.0,False,0,0
545,0,0,1,0,0,0,2.0,False,0,0
546,0,0,1,0,0,0,2.0,False,0,0
547,0,0,1,0,0,0,2.0,False,0,0
548,0,0,1,0,0,0,2.0,False,0,0
549,0,0,1,0,0,0,2.0,False,0,0
550,0,0,1,0,0,0,2.0,False,0,0
551,1,1,1,0,0,0,3.0,False,0,1
552,1,1,1,0,0,0,3.0,False,0,1
553,0,2,1,1,0,0,3.0,False,1,0
554,1,0,1,1,1,0,1.0,False,0,1
555,1,0,1,1,1,0,1.0,False,0,1
556,0,1,1,0,0,1,2.0,False,1,1
557,0,1,1,0,0,1,2.0,False,1,1
558,0,1,1,0,0,1,2.0,False,1,1
559,0,0,1,0,0,0,2.0,False,1,1
560,0,0,1,0,0,0,2.0,False,1,1
561,0,0,1,0,0,0,2.0,False,1,1
562,0,0,1,0,0,0,2.0,False,1,1
563,0,0,1,0,0,0,2.0,False,1,1
564,0,0,1,0,0,1,2.0,False,1,1
565,0,0,1,0,0,1,2.0,False,1,1
566,0,1,1,1,1,0,3.0,False,1,1
567,0,0,1,0,0,0,2.0,False,1,0
568,0,0,1,0,0,0,2.0,False,1,0
569,0,0,1,0,0,0,2.0,False,1,0
570,0,0,1,0,0,0,2.0,False,1,0
571,0,0,1,0,0,0,2.0,False,1,0
572,0,0,1,0,0,0,2.0,False,1,0
573,0,0,1,0,0,0,2.0,False,1,0
574,1,1,1,0,0,0,2.0,False,0,1
575,0,0,1,0,0,1,2.0,False,1,0
